0.999999900	-0.000000010
0.984145000	-0.001222000
0.964576000	-0.002708000
0.937637000	-0.004717000
0.904335500	-0.008037200
0.862768600	-0.009641900
0.818064100	-0.012878900
0.765781000	-0.016277800
0.712070700	-0.020221200
0.653836600	-0.024656600
0.592098200	-0.027475500
0.531307200	-0.031356200
0.467217700	-0.035872900
0.407167900	-0.037996600
0.345755100	-0.040756300
0.288412900	-0.040759500
0.234726000	-0.041485300
0.185126600	-0.041667900
0.139723700	-0.040804500
0.098199900	-0.037669100
0.064805000	-0.033341000
0.038475100	-0.027429800
0.017104000	-0.019744000
0.005015000	-0.010439000
0.000000000	0.000000000
0.002870000	0.011224000
0.013692000	0.022531000
0.032146900	0.034576900
0.059436900	0.044250400
0.091134600	0.054067600
0.131646500	0.062767400
0.177275100	0.070430100
0.230218800	0.075582800
0.284515300	0.079230500
0.344072200	0.078463400
0.407208100	0.077032200
0.468027200	0.075036200
0.532419600	0.069664700
0.594309500	0.064139900
0.656331400	0.056827900
0.714613100	0.049824700
0.768129400	0.041075400
0.820258000	0.034029600
0.865567900	0.026405900
0.905563000	0.019598400
0.939225900	0.012000600
0.965201000	0.007252000
0.984438000	0.003289000
0.996095000	0.000832000
1.000000100	0.000000100


